"subject_id","image_path","response"
"107vmsmspq","images/D28.png","200"
"107vmsmspq","images/D67.png","103"
"107vmsmspq","images/D88.png","-200"
"107vmsmspq","images/D107.png","-111"
"107vmsmspq","images/D18.png","111"
"107vmsmspq","images/D8.png","200"
"107vmsmspq","images/D7.png","107"
"107vmsmspq","images/D92.png","-106"
"107vmsmspq","images/D61.png","-102"
"107vmsmspq","images/D109.png","-106"
"107vmsmspq","images/D99.png","94"
"107vmsmspq","images/D46.png","-200"
"107vmsmspq","images/D50.png","-200"
"107vmsmspq","images/D33.png","-200"
"107vmsmspq","images/D111.png","200"
"107vmsmspq","images/D78.png","-200"
"107vmsmspq","images/D19.png","110"
"107vmsmspq","images/D15.png","-108"
"107vmsmspq","images/D31.png","-200"
"107vmsmspq","images/D64.png","-200"
"107vmsmspq","images/D6.png","109"
"107vmsmspq","images/D16.png","200"
"107vmsmspq","images/D42.png","-200"
"107vmsmspq","images/D24.png","-200"
"107vmsmspq","images/D63.png","-200"
"107vmsmspq","images/D40.png","-200"
"107vmsmspq","images/D86.png","-200"
"107vmsmspq","images/D73.png","200"
"107vmsmspq","images/D48.png","-200"
"107vmsmspq","images/D44.png","-200"
"107vmsmspq","images/D91.png","-200"
"107vmsmspq","images/D112.png","-106"
"107vmsmspq","images/D36.png","-200"
"107vmsmspq","images/D69.png","-200"
"107vmsmspq","images/D54.png","-200"
"107vmsmspq","images/D55.png","-200"
"107vmsmspq","images/D110.png","-200"
"107vmsmspq","images/D21.png","-200"
"107vmsmspq","images/D34.png","103"
"107vmsmspq","images/D84.png","107"
"107vmsmspq","images/D79.png","200"
"107vmsmspq","images/D49.png","200"
"107vmsmspq","images/D74.png","-200"
"107vmsmspq","images/D97.png","-200"
"107vmsmspq","images/D27.png","-200"
"107vmsmspq","images/D2.png","106"
"107vmsmspq","images/D30.png","-110"
"107vmsmspq","images/D26.png","-200"
"107vmsmspq","images/D95.png","200"
"107vmsmspq","images/D103.png","200"
"107vmsmspq","images/D82.png","200"
"107vmsmspq","images/D56.png","200"
"107vmsmspq","images/D52.png","200"
"107vmsmspq","images/D47.png","200"
"107vmsmspq","images/D4.png","-103"
"107vmsmspq","images/D89.png","-200"
"107vmsmspq","images/D45.png","-200"
"107vmsmspq","images/D93.png","110"
"107vmsmspq","images/D100.png","200"
"107vmsmspq","images/D43.png","-200"
"107vmsmspq","images/D5.png","-200"
"107vmsmspq","images/D12.png","200"
"107vmsmspq","images/D62.png","-100"
"107vmsmspq","images/D102.png","-200"
"107vmsmspq","images/D106.png","-200"
"107vmsmspq","images/D81.png","103"
"107vmsmspq","images/D105.png","200"
"107vmsmspq","images/D72.png","200"
"107vmsmspq","images/D71.png","200"
"107vmsmspq","images/D70.png","200"
"107vmsmspq","images/D10.png","103"
"107vmsmspq","images/D51.png","200"
"107vmsmspq","images/D39.png","-200"
"107vmsmspq","images/D1.png","-200"
"107vmsmspq","images/D35.png","96"
"107vmsmspq","images/D77.png","200"
"107vmsmspq","images/D11.png","200"
"107vmsmspq","images/D17.png","200"
"107vmsmspq","images/D80.png","200"
"107vmsmspq","images/D25.png","-200"
"107vmsmspq","images/D94.png","200"
"107vmsmspq","images/D98.png","-107"
"107vmsmspq","images/D53.png","-107"
"107vmsmspq","images/D41.png","-200"
"107vmsmspq","images/D60.png","-108"
"107vmsmspq","images/D96.png","-1"
"107vmsmspq","images/D38.png","-200"
"107vmsmspq","images/D58.png","-200"
"107vmsmspq","images/D85.png","-200"
"107vmsmspq","images/D65.png","200"
"107vmsmspq","images/D22.png","200"
"107vmsmspq","images/D83.png","200"
"107vmsmspq","images/D108.png","-200"
"107vmsmspq","images/D37.png","200"
"107vmsmspq","images/D20.png","-200"
"107vmsmspq","images/D104.png","200"
"107vmsmspq","images/D75.png","-200"
"107vmsmspq","images/D14.png","-116"
"10bls7yd0g","images/D45.png","-165"
"10bls7yd0g","images/D64.png","152"
"10bls7yd0g","images/D39.png","-66"
"10bls7yd0g","images/D107.png","-122"
"10bls7yd0g","images/D46.png","200"
"10bls7yd0g","images/D103.png","-74"
"10bls7yd0g","images/D76.png","164"
"10bls7yd0g","images/D28.png","-32"
"10bls7yd0g","images/D32.png","-44"
"10bls7yd0g","images/D4.png","33"
"10bls7yd0g","images/D30.png","-30"
"10bls7yd0g","images/D77.png","39"
"10bls7yd0g","images/D31.png","24"
"10bls7yd0g","images/D84.png","117"
"10bls7yd0g","images/D68.png","-1"
"10bls7yd0g","images/D24.png","28"
"10bls7yd0g","images/D73.png","-66"
"10bls7yd0g","images/D37.png","-32"
"10bls7yd0g","images/D54.png","39"
"10bls7yd0g","images/D112.png","-27"
"10bls7yd0g","images/D57.png","66"
"10bls7yd0g","images/D62.png","-131"
"10bls7yd0g","images/D8.png","-62"
"10bls7yd0g","images/D74.png","69"
"10bls7yd0g","images/D43.png","-198"
"10bls7yd0g","images/D95.png","42"
"10bls7yd0g","images/D5.png","49"
"10bls7yd0g","images/D94.png","-30"
"10bls7yd0g","images/D80.png","70"
"10bls7yd0g","images/D50.png","-69"
"10bls7yd0g","images/D72.png","-142"
"10bls7yd0g","images/D82.png","70"
"10bls7yd0g","images/D100.png","-126"
"10bls7yd0g","images/D110.png","-58"
"10bls7yd0g","images/D19.png","-44"
"10bls7yd0g","images/D99.png","53"
"10bls7yd0g","images/D44.png","-200"
"10bls7yd0g","images/D70.png","-50"
"10bls7yd0g","images/D22.png","73"
"10bls7yd0g","images/D14.png","53"
"10bls7yd0g","images/D104.png","49"
"10bls7yd0g","images/D91.png","-200"
"10bls7yd0g","images/D49.png","154"
"10bls7yd0g","images/D26.png","38"
"10bls7yd0g","images/D88.png","-46"
"10bls7yd0g","images/D42.png","115"
"10bls7yd0g","images/D2.png","-50"
"10bls7yd0g","images/D52.png","98"
"10bls7yd0g","images/D59.png","-200"
"10bls7yd0g","images/D75.png","77"
"10bls7yd0g","images/D56.png","94"
"10bls7yd0g","images/D27.png","6"
"10bls7yd0g","images/D83.png","162"
"10bls7yd0g","images/D48.png","136"
"10bls7yd0g","images/D33.png","-64"
"10bls7yd0g","images/D15.png","-97"
"10bls7yd0g","images/D61.png","-158"
"10bls7yd0g","images/D23.png","-80"
"10bls7yd0g","images/D105.png","37"
"10bls7yd0g","images/D67.png","-162"
"10bls7yd0g","images/D101.png","200"
"10bls7yd0g","images/D90.png","-106"
"10bls7yd0g","images/D86.png","-65"
"10bls7yd0g","images/D16.png","94"
"10bls7yd0g","images/D92.png","88"
"10bls7yd0g","images/D96.png","-53"
"10bls7yd0g","images/D3.png","-34"
"10bls7yd0g","images/D106.png","40"
"10bls7yd0g","images/D29.png","100"
"10bls7yd0g","images/D34.png","38"
"10bls7yd0g","images/D66.png","-20"
"10bls7yd0g","images/D6.png","33"
"10bls7yd0g","images/D51.png","25"
"10bls7yd0g","images/D7.png","-46"
"10bls7yd0g","images/D36.png","-30"
"10bls7yd0g","images/D81.png","29"
"10bls7yd0g","images/D20.png","200"
"10bls7yd0g","images/D53.png","124"
"10bls7yd0g","images/D41.png","-142"
"10bls7yd0g","images/D11.png","200"
"10bls7yd0g","images/D1.png","61"
"10bls7yd0g","images/D17.png","135"
"10bls7yd0g","images/D21.png","50"
"10bls7yd0g","images/D25.png","-133"
"10bls7yd0g","images/D40.png","-168"
"10bls7yd0g","images/D79.png","-29"
"10bls7yd0g","images/D93.png","-58"
"10bls7yd0g","images/D12.png","-25"
"10bls7yd0g","images/D10.png","55"
"10bls7yd0g","images/D18.png","42"
"10bls7yd0g","images/D69.png","-175"
"10bls7yd0g","images/D35.png","84"
"10bls7yd0g","images/D65.png","176"
"10bls7yd0g","images/D111.png","3"
"10bls7yd0g","images/D87.png","-23"
"10bls7yd0g","images/D109.png","-41"
"10bls7yd0g","images/D85.png","65"
"10bls7yd0g","images/D38.png","-149"
"10bls7yd0g","images/D71.png","-129"
"10bls7yd0g","images/D13.png","-34"
"10bls7yd0g","images/D58.png","-70"
"10bls7yd0g","images/D78.png","59"
"10bls7yd0g","images/D9.png","123"
"10bls7yd0g","images/D89.png","32"
"10bls7yd0g","images/D98.png","30"
"10bls7yd0g","images/D63.png","-34"
"10bls7yd0g","images/D47.png","86"
"10bls7yd0g","images/D55.png","137"
"10bls7yd0g","images/D97.png","-57"
"10bls7yd0g","images/D108.png","-62"
"10bls7yd0g","images/D102.png","178"
"10bls7yd0g","images/D60.png","-59"
"10bls7yd0g","images/D57.png","140"
"10bls7yd0g","images/D92.png","67"
"10bls7yd0g","images/D9.png","54"
"10bls7yd0g","images/D86.png","-110"
"10bls7yd0g","images/D25.png","-84"
"10bls7yd0g","images/D110.png","70"
"10bls7yd0g","images/D93.png","-48"
"10bls7yd0g","images/D109.png","29"
"10bls7yd0g","images/D59.png","-142"
"10bls7yd0g","images/D106.png","14"
"10bls7yd0g","images/D21.png","133"
"10bls7yd0g","images/D67.png","-145"
"10bls7yd0g","images/D58.png","-154"
"10bls7yd0g","images/D52.png","122"
"10bls7yd0g","images/D11.png","200"
"10bls7yd0g","images/D27.png","20"
"10bls7yd0g","images/D99.png","-81"
"10bls7yd0g","images/D18.png","32"
"10bls7yd0g","images/D45.png","-169"
"10bls7yd0g","images/D90.png","-158"
"10bls7yd0g","images/D96.png","-27"
"10bls7yd0g","images/D68.png","73"
"10bls7yd0g","images/D65.png","145"
"10bls7yd0g","images/D20.png","200"
"10bls7yd0g","images/D66.png","42"
"10bls7yd0g","images/D50.png","-37"
"10bls7yd0g","images/D31.png","-36"
"10bls7yd0g","images/D41.png","-140"
"10bls7yd0g","images/D102.png","200"
"10bls7yd0g","images/D55.png","153"
"10bls7yd0g","images/D28.png","30"
"10bls7yd0g","images/D4.png","56"
"10bls7yd0g","images/D51.png","-45"
"10bls7yd0g","images/D1.png","119"
"10bls7yd0g","images/D19.png","56"
"10bls7yd0g","images/D104.png","18"
"10bls7yd0g","images/D108.png","-102"
"10bls7yd0g","images/D83.png","124"
"10bls7yd0g","images/D71.png","-174"
"10bls7yd0g","images/D33.png","39"
"10bls7yd0g","images/D24.png","118"
"10bls7yd0g","images/D42.png","-131"
"10bls7yd0g","images/D101.png","169"
"10bls7yd0g","images/D91.png","-166"
"10bls7yd0g","images/D97.png","-151"
"10bls7yd0g","images/D78.png","43"
"10bls7yd0g","images/D56.png","124"
"10bls7yd0g","images/D22.png","115"
"10bls7yd0g","images/D100.png","-50"
"10bls7yd0g","images/D82.png","102"
"10bls7yd0g","images/D2.png","-78"
"10bls7yd0g","images/D62.png","-157"
"10bls7yd0g","images/D95.png","46"
"10bls7yd0g","images/D47.png","134"
"10bls7yd0g","images/D35.png","94"
"10bls7yd0g","images/D10.png","85"
"10bls7yd0g","images/D76.png","127"
"10bls7yd0g","images/D64.png","167"
"10bls7yd0g","images/D38.png","-164"
"10bls7yd0g","images/D39.png","-119"
"10bls7yd0g","images/D85.png","155"
"10bls7yd0g","images/D30.png","-105"
"10bls7yd0g","images/D26.png","62"
"10bls7yd0g","images/D34.png","150"
"10bls7yd0g","images/D37.png","-47"
"10bls7yd0g","images/D103.png","73"
"10bls7yd0g","images/D72.png","-150"
"10bls7yd0g","images/D15.png","3"
"10bls7yd0g","images/D53.png","130"
"10bls7yd0g","images/D6.png","132"
"10bls7yd0g","images/D16.png","120"
"10bls7yd0g","images/D14.png","110"
"10bls7yd0g","images/D74.png","90"
"10bls7yd0g","images/D49.png","86"
"10bls7yd0g","images/D48.png","138"
"10bls7yd0g","images/D12.png","-74"
"10bls7yd0g","images/D63.png","-78"
"10bls7yd0g","images/D80.png","74"
"10bls7yd0g","images/D77.png","128"
"10bls7yd0g","images/D36.png","88"
"10bls7yd0g","images/D61.png","-150"
"10bls7yd0g","images/D17.png","168"
"10bls7yd0g","images/D54.png","94"
"10bls7yd0g","images/D69.png","-162"
"10bls7yd0g","images/D84.png","86"
"10bls7yd0g","images/D94.png","-6"
"10bls7yd0g","images/D79.png","-43"
"10bls7yd0g","images/D44.png","-150"
"10bls7yd0g","images/D70.png","-119"
"10bls7yd0g","images/D8.png","75"
"10bls7yd0g","images/D88.png","-94"
"10bls7yd0g","images/D107.png","-149"
"10bls7yd0g","images/D87.png","68"
"10bls7yd0g","images/D112.png","78"
"10bls7yd0g","images/D3.png","126"
"10bls7yd0g","images/D43.png","-200"
"10bls7yd0g","images/D73.png","-155"
"10bls7yd0g","images/D7.png","-130"
"10bls7yd0g","images/D32.png","-65"
"10bls7yd0g","images/D81.png","14"
"10bls7yd0g","images/D111.png","62"
"10bls7yd0g","images/D5.png","-36"
"10bls7yd0g","images/D105.png","-62"
"10bls7yd0g","images/D40.png","-138"
"10bls7yd0g","images/D29.png","50"
"10bls7yd0g","images/D75.png","74"
"10bls7yd0g","images/D13.png","-65"
"10bls7yd0g","images/D46.png","100"
"10bls7yd0g","images/D89.png","-47"
"10bls7yd0g","images/D98.png","-56"
"10bls7yd0g","images/D23.png","-93"
"10bls7yd0g","images/D60.png","-83"
"10f7mqxzdj","images/D84.png","200"
"10f7mqxzdj","images/D34.png","-86"
"10f7mqxzdj","images/D105.png","78"
"10f7mqxzdj","images/D101.png","-46"
"10f7mqxzdj","images/D108.png","118"
"10f7mqxzdj","images/D110.png","-114"
"10f7mqxzdj","images/D70.png","139"
"10f7mqxzdj","images/D28.png","-91"
"10f7mqxzdj","images/D2.png","127"
"10f7mqxzdj","images/D17.png","-106"
"10f7mqxzdj","images/D6.png","110"
"10f7mqxzdj","images/D64.png","140"
"10f7mqxzdj","images/D109.png","128"
"10f7mqxzdj","images/D52.png","137"
"10f7mqxzdj","images/D39.png","-23"
"10f7mqxzdj","images/D55.png","117"
"10f7mqxzdj","images/D15.png","-129"
"10f7mqxzdj","images/D82.png","110"
"10f7mqxzdj","images/D65.png","114"
"10f7mqxzdj","images/D81.png","121"
"10f7mqxzdj","images/D103.png","110"
"10f7mqxzdj","images/D47.png","110"
"10f7mqxzdj","images/D16.png","110"
"10f7mqxzdj","images/D79.png","110"
"10f7mqxzdj","images/D12.png","110"
"10f7mqxzdj","images/D63.png","110"
"10f7mqxzdj","images/D56.png","110"
"10f7mqxzdj","images/D59.png","110"
"10f7mqxzdj","images/D54.png","-102"
"10f7mqxzdj","images/D72.png","124"
"10f7mqxzdj","images/D35.png","-46"
"10f7mqxzdj","images/D89.png","102"
"10f7mqxzdj","images/D93.png","-114"
"10f7mqxzdj","images/D51.png","106"
"10f7mqxzdj","images/D107.png","135"
"10f7mqxzdj","images/D27.png","185"
"10f7mqxzdj","images/D48.png","-56"
"10f7mqxzdj","images/D13.png","128"
"10f7mqxzdj","images/D41.png","-99"
"10f7mqxzdj","images/D75.png","153"
"10f7mqxzdj","images/D20.png","-123"
"10f7mqxzdj","images/D112.png","131"
"10f7mqxzdj","images/D106.png","67"
"10f7mqxzdj","images/D88.png","121"
"10f7mqxzdj","images/D60.png","-86"
"10f7mqxzdj","images/D71.png","148"
"10f7mqxzdj","images/D24.png","-77"
"10f7mqxzdj","images/D22.png","135"
"10f7mqxzdj","images/D23.png","-72"
"10f7mqxzdj","images/D69.png","146"
"10f7mqxzdj","images/D68.png","145"
"10f7mqxzdj","images/D66.png","145"
"10f7mqxzdj","images/D31.png","145"
"10f7mqxzdj","images/D43.png","145"
"10f7mqxzdj","images/D87.png","139"
"10f7mqxzdj","images/D97.png","103"
"10f7mqxzdj","images/D73.png","-82"
"10f7mqxzdj","images/D62.png","78"
"10f7mqxzdj","images/D32.png","-38"
"10f7mqxzdj","images/D33.png","90"
"10f7mqxzdj","images/D11.png","-78"
"10f7mqxzdj","images/D78.png","138"
"10f7mqxzdj","images/D85.png","-78"
"10f7mqxzdj","images/D80.png","134"
"10f7mqxzdj","images/D4.png","106"
"10f7mqxzdj","images/D14.png","121"
"10f7mqxzdj","images/D57.png","141"
"10f7mqxzdj","images/D50.png","141"
"10f7mqxzdj","images/D67.png","141"
"10f7mqxzdj","images/D92.png","141"
"10f7mqxzdj","images/D90.png","141"
"10f7mqxzdj","images/D9.png","-22"
"10f7mqxzdj","images/D42.png","94"
"10f7mqxzdj","images/D46.png","-34"
"10f7mqxzdj","images/D100.png","85"
"10f7mqxzdj","images/D7.png","-46"
"10f7mqxzdj","images/D77.png","96"
"10f7mqxzdj","images/D83.png","-22"
"10f7mqxzdj","images/D95.png","-86"
"10f7mqxzdj","images/D86.png","-147"
"10f7mqxzdj","images/D1.png","106"
"10f7mqxzdj","images/D40.png","156"
"10f7mqxzdj","images/D44.png","184"
"10f7mqxzdj","images/D96.png","56"
"10f7mqxzdj","images/D30.png","19"
"10f7mqxzdj","images/D76.png","53"
"10f7mqxzdj","images/D99.png","83"
"10f7mqxzdj","images/D26.png","141"
"10f7mqxzdj","images/D104.png","86"
"10f7mqxzdj","images/D45.png","62"
"10f7mqxzdj","images/D111.png","92"
"10f7mqxzdj","images/D58.png","153"
"10f7mqxzdj","images/D3.png","122"
"10f7mqxzdj","images/D98.png","86"
"10f7mqxzdj","images/D53.png","53"
"10f7mqxzdj","images/D49.png","45"
"10f7mqxzdj","images/D38.png","78"
"10f7mqxzdj","images/D5.png","90"
"10f7mqxzdj","images/D94.png","139"
"10f7mqxzdj","images/D21.png","177"
"10f7mqxzdj","images/D74.png","103"
"10f7mqxzdj","images/D29.png","55"
"10f7mqxzdj","images/D10.png","28"
"10f7mqxzdj","images/D91.png","-15"
"10f7mqxzdj","images/D8.png","32"
"10f7mqxzdj","images/D18.png","73"
"10f7mqxzdj","images/D102.png","94"
"10f7mqxzdj","images/D37.png","106"
"10f7mqxzdj","images/D61.png","147"
"10f7mqxzdj","images/D19.png","166"
"10f7mqxzdj","images/D36.png","60"
"10f7mqxzdj","images/D25.png","-5"
"10f7mqxzdj","images/D97.png","-72"
"10f7mqxzdj","images/D106.png","54"
"10f7mqxzdj","images/D79.png","-78"
"10f7mqxzdj","images/D85.png","40"
"10f7mqxzdj","images/D23.png","60"
"10f7mqxzdj","images/D3.png","93"
"10f7mqxzdj","images/D74.png","129"
"10f7mqxzdj","images/D75.png","129"
"10f7mqxzdj","images/D10.png","129"
"10f7mqxzdj","images/D100.png","129"
"10f7mqxzdj","images/D98.png","138"
"10f7mqxzdj","images/D57.png","138"
"10f7mqxzdj","images/D108.png","138"
"10f7mqxzdj","images/D7.png","84"
"10f7mqxzdj","images/D38.png","-46"
"10f7mqxzdj","images/D95.png","76"
"10f7mqxzdj","images/D19.png","76"
"10f7mqxzdj","images/D43.png","76"
"10f7mqxzdj","images/D94.png","76"
"10f7mqxzdj","images/D4.png","94"
"10f7mqxzdj","images/D69.png","123"
"10f7mqxzdj","images/D18.png","123"
"10f7mqxzdj","images/D91.png","123"
"10f7mqxzdj","images/D64.png","123"
"10f7mqxzdj","images/D76.png","123"
"10f7mqxzdj","images/D12.png","123"
"10f7mqxzdj","images/D11.png","102"
"10f7mqxzdj","images/D89.png","82"
"10f7mqxzdj","images/D53.png","7"
"10f7mqxzdj","images/D58.png","-40"
"10f7mqxzdj","images/D44.png","46"
"10f7mqxzdj","images/D96.png","46"
"10f7mqxzdj","images/D72.png","46"
"10f7mqxzdj","images/D65.png","82"
"10f7mqxzdj","images/D90.png","82"
"10f7mqxzdj","images/D52.png","82"
"10f7mqxzdj","images/D77.png","81"
"10f7mqxzdj","images/D87.png","81"
"10f7mqxzdj","images/D81.png","81"
"10f7mqxzdj","images/D14.png","81"
"10f7mqxzdj","images/D33.png","90"
"10f7mqxzdj","images/D49.png","90"
"10f7mqxzdj","images/D46.png","82"
"10f7mqxzdj","images/D37.png","82"
"10f7mqxzdj","images/D17.png","82"
"10f7mqxzdj","images/D56.png","82"
"10f7mqxzdj","images/D71.png","82"
"10f7mqxzdj","images/D48.png","82"
"10f7mqxzdj","images/D105.png","90"
"10f7mqxzdj","images/D16.png","107"
"10f7mqxzdj","images/D111.png","106"
"10f7mqxzdj","images/D41.png","106"
"10f7mqxzdj","images/D83.png","106"
"10f7mqxzdj","images/D26.png","106"
"10f7mqxzdj","images/D61.png","-88"
"10f7mqxzdj","images/D88.png","155"
"10f7mqxzdj","images/D42.png","74"
"10f7mqxzdj","images/D59.png","109"
"10f7mqxzdj","images/D24.png","-70"
"10f7mqxzdj","images/D29.png","94"
"10f7mqxzdj","images/D22.png","86"
"10f7mqxzdj","images/D107.png","-59"
"10f7mqxzdj","images/D55.png","119"
"10f7mqxzdj","images/D103.png","94"
"10f7mqxzdj","images/D102.png","110"
"10f7mqxzdj","images/D15.png","98"
"10f7mqxzdj","images/D34.png","98"
"10f7mqxzdj","images/D50.png","-77"
"10f7mqxzdj","images/D2.png","61"
"10f7mqxzdj","images/D78.png","78"
"10f7mqxzdj","images/D30.png","98"
"10f7mqxzdj","images/D73.png","101"
"10f7mqxzdj","images/D47.png","101"
"10f7mqxzdj","images/D104.png","101"
"10f7mqxzdj","images/D35.png","101"
"10f7mqxzdj","images/D80.png","110"
"10f7mqxzdj","images/D51.png","110"
"10f7mqxzdj","images/D9.png","110"
"10f7mqxzdj","images/D92.png","110"
"10f7mqxzdj","images/D40.png","-42"
"10f7mqxzdj","images/D112.png","74"
"10f7mqxzdj","images/D1.png","89"
"10f7mqxzdj","images/D36.png","111"
"10f7mqxzdj","images/D63.png","130"
"10f7mqxzdj","images/D101.png","126"
"10f7mqxzdj","images/D84.png","138"
"10f7mqxzdj","images/D31.png","-77"
"10f7mqxzdj","images/D109.png","86"
"10f7mqxzdj","images/D27.png","86"
"10f7mqxzdj","images/D66.png","86"
"10f7mqxzdj","images/D93.png","86"
"10f7mqxzdj","images/D28.png","86"
"10f7mqxzdj","images/D54.png","86"
"10f7mqxzdj","images/D21.png","86"
"10f7mqxzdj","images/D25.png","86"
"10f7mqxzdj","images/D68.png","86"
"10f7mqxzdj","images/D8.png","86"
"10f7mqxzdj","images/D20.png","86"
"10f7mqxzdj","images/D5.png","86"
"10f7mqxzdj","images/D86.png","86"
"10f7mqxzdj","images/D82.png","86"
"10f7mqxzdj","images/D39.png","86"
"10f7mqxzdj","images/D45.png","86"
"10f7mqxzdj","images/D32.png","86"
"10f7mqxzdj","images/D99.png","86"
"10f7mqxzdj","images/D62.png","86"
"10f7mqxzdj","images/D67.png","86"
"10f7mqxzdj","images/D110.png","86"
"10f7mqxzdj","images/D60.png","86"
"10f7mqxzdj","images/D70.png","86"
"10f7mqxzdj","images/D13.png","86"
"10f7mqxzdj","images/D6.png","-28"
"19ftvq29ck","images/D45.png","-200"
"19ftvq29ck","images/D21.png","52"
"19ftvq29ck","images/D30.png","-35"
"19ftvq29ck","images/D102.png","200"
"19ftvq29ck","images/D34.png","156"
"19ftvq29ck","images/D107.png","-200"
"19ftvq29ck","images/D47.png","163"
"19ftvq29ck","images/D8.png","94"
"19ftvq29ck","images/D50.png","-50"
"19ftvq29ck","images/D96.png","105"
"19ftvq29ck","images/D84.png","-50"
"19ftvq29ck","images/D109.png","-200"
