"subject_id","rt","image_path","response"
"o65qq3pmnp",NA,"images/D14.png","74"
"o65qq3pmnp",NA,"images/D73.png","74"
"o65qq3pmnp",NA,"images/D31.png","74"
"o65qq3pmnp",NA,"images/D4.png","74"
"o65qq3pmnp",NA,"images/D37.png","74"
"o65qq3pmnp",NA,"images/D110.png","74"
"o65qq3pmnp",NA,"images/D42.png","136"
"o65qq3pmnp",NA,"images/D75.png","137"
"o65qq3pmnp",NA,"images/D30.png","137"
"o65qq3pmnp",NA,"images/D52.png","137"
"o65qq3pmnp",NA,"images/D49.png","137"
"o65qq3pmnp",NA,"images/D57.png","137"
"o65qq3pmnp",NA,"images/D87.png","137"
"o65qq3pmnp",NA,"images/D103.png","137"
"o65qq3pmnp",NA,"images/D67.png","137"
"o65qq3pmnp",NA,"images/D71.png","137"
"o65qq3pmnp",NA,"images/D109.png","137"
"o65qq3pmnp",NA,"images/D72.png","137"
"o65qq3pmnp",NA,"images/D99.png","137"
"o65qq3pmnp",NA,"images/D12.png","137"
"o65qq3pmnp",NA,"images/D39.png","137"
"o65qq3pmnp",NA,"images/D7.png","137"
"o65qq3pmnp",NA,"images/D96.png","137"
"o65qq3pmnp",NA,"images/D46.png","137"
"o65qq3pmnp",NA,"images/D23.png","137"
"o65qq3pmnp",NA,"images/D41.png","137"
"o65qq3pmnp",NA,"images/D82.png","137"
"o65qq3pmnp",NA,"images/D65.png","137"
"o65qq3pmnp",NA,"images/D53.png","137"
"o65qq3pmnp",NA,"images/D5.png","137"
"o65qq3pmnp",NA,"images/D70.png","137"
"o65qq3pmnp",NA,"images/D89.png","137"
"o65qq3pmnp",NA,"images/D22.png","137"
"o65qq3pmnp",NA,"images/D112.png","137"
"o65qq3pmnp",NA,"images/D93.png","137"
"o65qq3pmnp",NA,"images/D27.png","137"
"o65qq3pmnp",NA,"images/D40.png","137"
"o65qq3pmnp",NA,"images/D20.png","137"
"o65qq3pmnp",NA,"images/D63.png","137"
"o65qq3pmnp",NA,"images/D38.png","137"
"o65qq3pmnp",NA,"images/D79.png","137"
"o65qq3pmnp",NA,"images/D36.png","137"
"o65qq3pmnp",NA,"images/D54.png","137"
"o65qq3pmnp",NA,"images/D25.png","137"
"o65qq3pmnp",NA,"images/D88.png","137"
"o65qq3pmnp",NA,"images/D69.png","137"
"o65qq3pmnp",NA,"images/D97.png","137"
"o65qq3pmnp",NA,"images/D10.png","137"
"o65qq3pmnp",NA,"images/D11.png","137"
"o65qq3pmnp",NA,"images/D91.png","137"
"o65qq3pmnp",NA,"images/D21.png","137"
"o65qq3pmnp",NA,"images/D50.png","137"
"o65qq3pmnp",NA,"images/D76.png","137"
"o65qq3pmnp",NA,"images/D18.png","137"
"o65qq3pmnp",NA,"images/D90.png","137"
"o65qq3pmnp",NA,"images/D84.png","137"
"o65qq3pmnp",NA,"images/D98.png","137"
"o65qq3pmnp",NA,"images/D6.png","137"
"o65qq3pmnp",NA,"images/D34.png","137"
"o65qq3pmnp",NA,"images/D58.png","137"
"o65qq3pmnp",NA,"images/D105.png","137"
"o65qq3pmnp",NA,"images/D3.png","137"
"o65qq3pmnp",NA,"images/D19.png","-83"
"o65qq3pmnp",NA,"images/D70.png","31"
"o65qq3pmnp",NA,"images/D68.png","-9"
"o65qq3pmnp",NA,"images/D43.png","-11"
"o65qq3pmnp",NA,"images/D83.png","-11"
"o65qq3pmnp",NA,"images/D54.png","-11"
"o65qq3pmnp",NA,"images/D34.png","-11"
"o65qq3pmnp",NA,"images/D22.png","-11"
"o65qq3pmnp",NA,"images/D13.png","-11"
"o65qq3pmnp",NA,"images/D45.png","-11"
"o65qq3pmnp",NA,"images/D82.png","-11"
"o65qq3pmnp",NA,"images/D41.png","-11"
"o65qq3pmnp",NA,"images/D63.png","-11"
"o65qq3pmnp",NA,"images/D1.png","-11"
"o65qq3pmnp",NA,"images/D96.png","-11"
"o65qq3pmnp",NA,"images/D112.png","-11"
"o65qq3pmnp",NA,"images/D102.png","-11"
"o65qq3pmnp",NA,"images/D61.png","-11"
"o65qq3pmnp",NA,"images/D40.png","-11"
"o65qq3pmnp",NA,"images/D44.png","-11"
"o65qq3pmnp",NA,"images/D11.png","-11"
"o65qq3pmnp",NA,"images/D69.png","-11"
"o65qq3pmnp",NA,"images/D37.png","-11"
"o65qq3pmnp",NA,"images/D100.png","-11"
"o65qq3pmnp",NA,"images/D5.png","-11"
"o65qq3pmnp",NA,"images/D106.png","-11"
"o65qq3pmnp",NA,"images/D9.png","-11"
"o65qq3pmnp",NA,"images/D59.png","-11"
"o65qq3pmnp",NA,"images/D51.png","-11"
"o65qq3pmnp",NA,"images/D53.png","-11"
"o65qq3pmnp",NA,"images/D81.png","-11"
"o65qq3pmnp",NA,"images/D108.png","-11"
"o65qq3pmnp",NA,"images/D87.png","-11"
"o65qq3pmnp",NA,"images/D17.png","-11"
"o65qq3pmnp",NA,"images/D32.png","-11"
"o65qq3pmnp",NA,"images/D86.png","-11"
"o65qq3pmnp",NA,"images/D33.png","-11"
"o65qq3pmnp",NA,"images/D64.png","-11"
"o65qq3pmnp",NA,"images/D75.png","-11"
"o65qq3pmnp",NA,"images/D84.png","-11"
"o65qq3pmnp",NA,"images/D67.png","-11"
"o65qq3pmnp",NA,"images/D47.png","-11"
"o65qq3pmnp",NA,"images/D76.png","-11"
"o65qq3pmnp",NA,"images/D6.png","-11"
"o65qq3pmnp",NA,"images/D94.png","-11"
"o65qq3pmnp",NA,"images/D109.png","-11"
"o65qq3pmnp",NA,"images/D35.png","-11"
"o65qq3pmnp",NA,"images/D24.png","-11"
"o65qq3pmnp",NA,"images/D4.png","-11"
"o65qq3pmnp",NA,"images/D15.png","-11"
"o65qq3pmnp",NA,"images/D29.png","-11"
"o65qq3pmnp",NA,"images/D21.png","-11"
"o65qq3pmnp",NA,"images/D90.png","-11"
"o65qq3pmnp",NA,"images/D91.png","-11"
"o65qq3pmnp",NA,"images/D99.png","-11"
"o65qq3pmnp",NA,"images/D3.png","-11"
"o65qq3pmnp",NA,"images/D89.png","38"
"o65qq3pmnp",NA,"images/D50.png","40"
"o65qq3pmnp",NA,"images/D38.png","40"
"o65qq3pmnp",NA,"images/D77.png","40"
"o65qq3pmnp",NA,"images/D74.png","40"
"o65qq3pmnp",NA,"images/D58.png","40"
"o65qq3pmnp",NA,"images/D14.png","40"
"o65qq3pmnp",NA,"images/D104.png","40"
"o65qq3pmnp",NA,"images/D30.png","40"
"o65qq3pmnp",NA,"images/D97.png","40"
"o65qq3pmnp",NA,"images/D7.png","40"
"o65qq3pmnp",NA,"images/D16.png","40"
"o65qq3pmnp",NA,"images/D42.png","40"
"o65qq3pmnp",NA,"images/D95.png","40"
"o65qq3pmnp",NA,"images/D107.png","40"
"o65qq3pmnp",NA,"images/D92.png","40"
"o65qq3pmnp",NA,"images/D105.png","47"
"o65qq3pmnp",NA,"images/D85.png","56"
"o65qq3pmnp",NA,"images/D98.png","56"
"o65qq3pmnp",NA,"images/D27.png","56"
"o65qq3pmnp",NA,"images/D78.png","56"
"o65qq3pmnp",NA,"images/D62.png","56"
"o65qq3pmnp",NA,"images/D110.png","56"
"o65qq3pmnp",NA,"images/D25.png","56"
"o65qq3pmnp",NA,"images/D101.png","56"
"o65qq3pmnp",NA,"images/D18.png","56"
"o65qq3pmnp",NA,"images/D79.png","56"
"o65qq3pmnp",NA,"images/D26.png","56"
"o65qq3pmnp",NA,"images/D60.png","56"
"o65qq3pmnp",NA,"images/D57.png","56"
"o65qq3pmnp",NA,"images/D73.png","56"
"o65qq3pmnp",NA,"images/D65.png","56"
"o65qq3pmnp",NA,"images/D48.png","56"
"o65qq3pmnp",NA,"images/D55.png","56"
"o65qq3pmnp",NA,"images/D88.png","56"
"o65qq3pmnp",NA,"images/D31.png","56"
"o65qq3pmnp",NA,"images/D111.png","56"
"o65qq3pmnp",NA,"images/D71.png","56"
"o65qq3pmnp",NA,"images/D2.png","56"
"o65qq3pmnp",NA,"images/D36.png","56"
"o65qq3pmnp",NA,"images/D66.png","56"
"o65qq3pmnp",NA,"images/D12.png","56"
"o65qq3pmnp",NA,"images/D20.png","56"
"o65qq3pmnp",NA,"images/D103.png","56"
"o65qq3pmnp",NA,"images/D80.png","56"
"o65qq3pmnp",NA,"images/D28.png","56"
"o65qq3pmnp",NA,"images/D49.png","56"
"o65qq3pmnp",NA,"images/D10.png","56"
"o65qq3pmnp",NA,"images/D93.png","56"
"o65qq3pmnp",NA,"images/D39.png","56"
"o65qq3pmnp",NA,"images/D23.png","56"
"o65qq3pmnp",NA,"images/D46.png","56"
"o65qq3pmnp",NA,"images/D56.png","56"
"o65qq3pmnp",NA,"images/D8.png","56"
"o65qq3pmnp",NA,"images/D72.png","56"
"o65qq3pmnp",NA,"images/D52.png","56"
